company_name,overall_rating,total_reviews,review_title,review_text,review_rating,review_date,reviewer_name
Katz's Delicatessen,4.1,4275,N/A,"Some people give Katz a bad rap.  I just finished a half sandwich of Pastrami on rye (seeded) and I'm here to tell ya....""to die for""!  That's coming from a ""real"" nyker....from the Bronx.  I got the lean and it was n't soggy like some claim.  Let me tell you how I prepared it.  It comes in a sealed plastic bag.  I left it that way as I placed it in a pot of boiling water for 10 minutes.  I toasted the rye bread then smeared both sides with blue cheese salad dressing (brown mustard would be too strong, the meat is flavored enough).  One of the 5 food groups.  The other 4:  Carvel soft serve ice cream, potato knish, and Original famous Ray's Pizza.  All ""to die for""!!!!!!",5,"Apr 5, 2026",N/A
Katz's Delicatessen,4.1,4275,N/A,"Cash only and prepare for chaos. There will be a line... several.  There 's a line to get in, which is out the door. The doorman hands you a ticket. Keep it. There is a line to order, a line for just drinks, a line for pre-order pick up, and a line to pay. Legit Crazy. Finding a seat to eat is stressful.  I saw a local kick out a non-NYer for saving a table for 6, when all she needed was a table for 2 and she didn't have her food yet. It was crazy. Would I go back... YES!!  There is a line for a reason. That sandwich is amazing!!!!  It was soo huge.  I'm glad the kid and I shared.  The hubs ate the whole thing by himself and had the meat sweats.  Thankfully we walked it off :)",5,"May 5, 2026",N/A
Katz's Delicatessen,4.1,4275,N/A,"Katz's lives up to the hype -- but native New Yorkers know things have changed. The quality is still there, the service is great, and the vibe is always fun. That said, the price has nearly doubled over the years, and the amount of pastrami feels like it has gone down. Still, it's a must-try if you're visiting from out of town or want the classic Lower East Side experience. If you're looking for alternatives -- or you're not near the Lower East Side -- Pastrami Queen on the Upper East and Upper West Side is fabulous. 2nd Ave Deli and Sarge's Delicatessen in Midtown East are also well worth a try.",4,"May 18, 2026",N/A
Katz's Delicatessen,4.1,4275,N/A,"Katz's Delicatessen was my very first stop on my first trip to NYC, and it absolutely lived up to the hype. This iconic spot has been around for generations, serving up legendary pastrami in a classic New York setting. Expect a long line, but it moves quickly. You'll receive a ticket upon entering, have your order marked, and pay on the way out. - Katz's Pastrami Sandwich (on rye) -- incredibly juicy and tender with thick, hand-cut slices piled high; on the pricier side, but worth trying at least once; it's massive and easily shareable, one of the most beautiful pastrami sandwiches I've ever seen The vibe is bustling and full of energy. The walls are lined with old photos that showcase Katz's long history, and the bright fluorescent and neon lights give it that unmistakable deli feel. Beyond pastrami, they also offer classics like corned beef, sauerkraut, and matzo ball soup -- don't forget the pickle to balance everything out. Service is efficient and friendly given the volume. I'm already craving another pastrami sandwich as I write this... Katz's is truly a must-visit NYC staple!",5,"Apr 29, 2026",N/A
Katz's Delicatessen,4.1,4275,N/A,"Try: Corned Beef Reuben! Why: Pastrami is obviously delish here and I've had it various times but finally tried their Corned Beef Reuben and it was melt in your mouth goodness! Notes: Came with my parents for late breakfast and it was already busy. Got our tickets at entrance and I went to sandwich line immediately while my parents grabbed a table. Don't forget to tip your butcher esp if they give you a sample. If you're sharing family style, keep all your tickets even unused ones so you can give them back the tickets at exit after paying. Credit card accepted in back counter. Front counter is cash. Ordered too much food? Get it wrapped and bagged in back counter too. Def a staple NYC establishment and dining experience.",4,"Apr 29, 2026",N/A
Katz's Delicatessen,4.1,4275,N/A,"Waited about 25 minutes to get inside the place was jampacked even more of a reason to want to try it out . Everybody told me if you go to New York. You gotta go to Katz's you won't be  disappoint and they were all right. The thick cut pastrami sandwich was BOMB AF !  three sandwiches fries and drinks was well over $100 but definitely worth it. They Let me try a few pieces of their beef tongue, which was delicious but me personally I like it in a taco with salsa verde onions and cilantro,  not in a sandwich.  But to each their own.",5,"May 15, 2026",N/A
Katz's Delicatessen,4.1,4275,N/A,"In a word, disappointed. I've been wanting for years to go to the famous Katz Deli. Maybe I hyped it up too much. I don't know. We arrived promptly at 11 o'clock on a Saturday morning and there was almost no line. You go in the door, you get one ticket for every person and it's extremely important that you keep that ticket even if there is nothing written on it. Then you hop in the line for whatever it is that you're needing whether it would be a sandwich or hotdog a soda, etc. Then you get in that corresponding line. After you get your food you do not pay at that time. We were lucky enough to find a table right away. Now for the food. We both got corned beef with spicy mustard. The sandwiches look amazing! The meat was hot and it was thick and they had trimmed most of the fat away which I love. The problem is there's almost no taste. It's like steamed meat and the spice is a wish and a dream. A whisper of spice if you will. The pickles were terrible! If you can see my pictures, you can see that one is a dark green and one is a bright green. The dark green ones could be something that you pick off of a grocery store shelf and the bright green one tasted like you just cut up a cucumber and put it in vinegar with maybe a little salt For two sandwich sandwiches, extra pickles and two diet Pepsi's the bill came up to $63 and some change. To be honest, we have a great sandwich place back in Indianapolis, Indiana called Shapiro's and Shapiro's is by far better and at least five times better than Katz. If you don't have a deli by where you live, maybe this will be amazing because you have nothing to compare it to. I do and this was not worth it. I'm glad that I tried it though because if I didn't, I would've always wondered. You should definitely try Katz's at least once, but don't get your hopes too high. Seems more like a tourist trap.",3,"Apr 27, 2026",N/A
Katz's Delicatessen,4.1,4275,N/A,Probably one of the best pastrami sandwiches I have eaten.  Having a sandwich here was memorable.  Only downside was the wait.  It took about 1 hour but I'd do it over again.  Make sure you know what to order before you get there because it's very overwhelming.  If you go to NYC specifically Manhattan this is a must visit staple!,5,"May 13, 2026",N/A
Katz's Delicatessen,4.1,4275,N/A,"I got lucky and there was no line when I went. While waiting, they even gave out samples of pastrami to try--omg, it was so tender, juicy, and good. I just ordered the classic pastrami sandwich with mustard, and got their spicy sauce on the side. The sandwich was huge and packed with meat. Honestly, it was the best food I had in NYC while I was there.",5,"Apr 20, 2026",N/A
Katz's Delicatessen,4.1,4275,N/A,"Disclaimer, I am normally not a pastrami fan but I wanted to see if anything has changed. Knowing that Katz is known for their pastrami,  I hoped it would change my perception of what it could taste like or be. We ordered the pastrami sandwich and the matzo ball soup. I have mixed thoughts on the sandwich, some of it had juicy, tender bites but other bites were salty and dry. The matzo ball soup was unique and I liked it, but it was too salty for me. I was in desperate need of water after having both together. The line is long but it moves relatively quick, make sure you go in the lines that have a large tip jar. It means they are likely to move quick and get the food out faster. It was my first time and I learned that you take a ticket, order, eat, then pay. You also have to take a ticket even if you're not ordering, or else pay a lost ticket fine Overall, it was decent. I would try it because it's iconic to NY but I wouldn't go out of my way for it.",3,"Apr 10, 2026",N/A
Shake Shack,3.5,41,N/A,"Shake Shack is a NY staple, so of course you'll find it at the Citifield Stadium. This is also one of the largest vendors for food here as there are 3 sets of lines to order from. They have all the burgers lined up in the kitchen, so it makes it quick and easy to grab and go once you order. We got our food within a few minutes of paying and back to our seats. We ordered the Shack Stack ($14.59), Chicken Stack ($10.19), Double Shackburger ($11.49), Hot Dog ($5.19), and Cheese Fries ($7.49). Note the prices are slightly higher than outside the stadium, but that's how baseball games are. The Shack Stack is tasty and I also love the cheesiness from the fried shroom. I'd pass on the chicken stack though, as their burgers are the best items here. The quality is the same and great to enjoy while watching the game.",4,"Jul 2, 2024",N/A
